"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"geo_thalwegByHabitatID","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatID","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegByHabitatID","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegByHabitatID","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"basic","asIs","Y",""
"geo_thalwegByHabitatID","habitatID","Unique identifier for each habit type mapped during the survey","string",NA,"basic","asIs","Y",""
"geo_thalwegByHabitatID","habitatLength","The length of the stream habitat unit, measured along the thalweg","real","meter","basic","*.##(round)","N",""
"geo_thalwegByHabitatID","habitatArea","The area of the stream habitat unit, measured within the wetted edges of the channel","real","meter","basic","*.##(round)","N",""
"geo_thalwegByHabitatID","percentTotalThalwegLength","The percentage of the total thalweg length that the stream habitat unit comprises","real","percent","basic","*.##(round)","N",""
"geo_thalwegByHabitatID","percentSubterranean","The percentage of the survey in which sub-surface flow was mapped","real","percent","basic","*.##(round)","N",""
"geo_thalwegByHabitatID","percentDry","The percentage of thalweg length that contained a dry channel","real","percent","basic","*.##(round)","N",""
"geo_thalwegByHabitatID","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatID","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"basic","LOV","N","geo.processedSurveyVersion"
"geo_thalwegByHabitatID","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","siteID","NEON site code","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegByHabitatType","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegByHabitatType","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"basic","asIs","Y",""
"geo_thalwegByHabitatType","habitatType","Habitat type sampled","string",NA,"basic","LOV","Y","geo.usdsHabitatType"
"geo_thalwegByHabitatType","habitatLength","The length of the stream habitat unit, measured along the thalweg","real","meter","basic","*.##(round)","N",""
"geo_thalwegByHabitatType","habitatArea","The area of the stream habitat unit, measured within the wetted edges of the channel","real","meter","basic","*.##(round)","N",""
"geo_thalwegByHabitatType","percentTotalThalwegLength","The percentage of the total thalweg length that the stream habitat unit comprises","real","percent","basic","*.##(round)","N",""
"geo_thalwegByHabitatType","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"geo_thalwegByHabitatType","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"basic","LOV","N","geo.processedSurveyVersion"
"geo_thalwegByHabitatType","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","siteID","NEON site code","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegLongProfile","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_thalwegLongProfile","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"basic","asIs","Y",""
"geo_thalwegLongProfile","surveyPointID","Unique identifier for each mapped point collected during the survey","string",NA,"basic","asIs","Y",""
"geo_thalwegLongProfile","decimalLatitude","The geographic latitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","basic","*.######(round)","N",""
"geo_thalwegLongProfile","decimalLongitude","The geographic longitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","basic","*.######(round)","N",""
"geo_thalwegLongProfile","mapCode","A general classification code used to categorize mapped points collected during the survey","string",NA,"basic","LOV","Y","geo.mapCode"
"geo_thalwegLongProfile","easting","Geographic coordinate specifying the east-west position of a point on the Earth's surface (Universal Transverse Mercator, UTM)","real","meter","basic","*.###(round)","N",""
"geo_thalwegLongProfile","northing","Geographic coordinate specifying the north-south position of a point on the Earth's surface (Universal Transverse Mercator, UTM)","real","meter","basic","*.###(round)","N",""
"geo_thalwegLongProfile","elevation","Elevation (in meters) above sea level","real","meter","basic","*.##(round)","N",""
"geo_thalwegLongProfile","utmZone","UTM zone","string",NA,"basic","LOV","N","Named Location TOS UTM Zones"
"geo_thalwegLongProfile","geodeticDatum","Model used to measure horizontal position on the earth","string",NA,"basic","LOV","N","Named Location TOS Geodetic Data"
"geo_thalwegLongProfile","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"basic","LOV","N","geo.processedSurveyVersion"
"geo_thalwegLongProfile","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"geo_thalwegLongProfile","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_totalStation","uid","Unique ID within NEON database; an identifier for the record","string",NA,"expanded","asIs","N",""
"geo_totalStation","domainID","Unique identifier of the NEON domain","string",NA,"expanded","asIs","N",""
"geo_totalStation","siteID","NEON site code","string",NA,"expanded","asIs","N",""
"geo_totalStation","namedLocation","Name of the measurement location in the NEON database","string",NA,"expanded","asIs","N",""
"geo_totalStation","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_totalStation","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_totalStation","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"expanded","asIs","Y",""
"geo_totalStation","totalStationLocation","Identifier for sequential total station locations throughout the survey","string",NA,"expanded","asIs","Y",""
"geo_totalStation","firstControlPointType","The first type of control point used to orient the total station at a given location","string",NA,"expanded","LOV","N","geo.pointType"
"geo_totalStation","firstControlPointID","Identifier for the first control point used to orient the total station at a given location","string",NA,"expanded","asIs","Y",""
"geo_totalStation","secondControlPointType","The second type of control point used to orient the total station at a given location","string",NA,"expanded","LOV","N","geo.pointType"
"geo_totalStation","secondControlPointID","Identifier for the second control point used to orient the total station at a given location","string",NA,"expanded","asIs","Y",""
"geo_totalStation","thirdControlPointType","The third type of control point used to orient the total station at a given location","string",NA,"expanded","LOV","N","geo.pointType"
"geo_totalStation","thirdControlPointID","Identifier for the third control point used to orient the total station at a given location","string",NA,"expanded","asIs","Y",""
"geo_totalStation","stationDeviationDevH","The station deviation of the height calculated when two or three control points are used for orientation","real","meter","expanded","*.###(round)","N",""
"geo_totalStation","stationDeviationHADegrees","The station deviation of the horizontal angle in degrees calculated when three control points are used for orientation","real","degree","expanded","*.##(round)","N",""
"geo_totalStation","stationDeviationHAMinutes","The station deviation of the horizontal angle in minutes calculated when three control points are used for orientation","real","arcMinute","expanded","*.##(round)","N",""
"geo_totalStation","stationDeviationHASeconds","The station deviation of the horizontal angle in seconds calculated when three control points are used for orientation","real","arcSecond","expanded","*.##(round)","N",""
"geo_totalStation","stationDeviationPos","The station deviation of the position of the total station robotic head calculated when three control points are used for orientation","real","meter","expanded","*.###(round)","N",""
"geo_totalStation","firstThalwegPoint","Identifier for the first thalweg point mapped from a given total station location","integer","number","expanded","integer","N",""
"geo_totalStation","firstThalwegPointName","Name of the first thalweg point mapped from a given total station location","string",NA,"expanded","asIs","N",""
"geo_totalStation","lastThalwegPoint","Identifier for the last thalweg point mapped from a given total station location","integer","number","expanded","integer","N",""
"geo_totalStation","lastThalwegPointName","Name of the last thalweg point mapped from a given total station location","string",NA,"expanded","asIs","N",""
"geo_totalStation","featuresSurveyed","List of geomorphic features that were surveyed from a given total station location","string",NA,"expanded","asIs","N",""
"geo_totalStation","featuresSurveyedOther","List of additional geomorphic features that were surveyed from a given total station location","string",NA,"expanded","asIs","N",""
"geo_totalStation","remarks","Technician notes; free text comments accompanying the record","string",NA,"expanded","asIs","N",""
"geo_totalStation","dataQF","Data quality flag","string",NA,"expanded","asIs","N",""
"geo_transectBankfullWidths","uid","Unique ID within NEON database; an identifier for the record","string",NA,"basic","asIs","N",""
"geo_transectBankfullWidths","domainID","Unique identifier of the NEON domain","string",NA,"basic","asIs","N",""
"geo_transectBankfullWidths","siteID","NEON site code","string",NA,"basic","asIs","N",""
"geo_transectBankfullWidths","namedLocation","Name of the measurement location in the NEON database","string",NA,"basic","asIs","N",""
"geo_transectBankfullWidths","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_transectBankfullWidths","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_transectBankfullWidths","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"basic","asIs","Y",""
"geo_transectBankfullWidths","transectID","An identifier for the transect","string",NA,"basic","LOV","Y","geo.transectID"
"geo_transectBankfullWidths","bankfullWidth","The measured bankfull width of the cross-section transect","real","meter","basic","*.##(round)","N",""
"geo_transectBankfullWidths","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"basic","LOV","N","geo.processedSurveyVersion"
"geo_transectBankfullWidths","remarks","Technician notes; free text comments accompanying the record","string",NA,"basic","asIs","N",""
"geo_transectBankfullWidths","dataQF","Data quality flag","string",NA,"basic","asIs","N",""
"geo_trimbleData","uid","Unique ID within NEON database; an identifier for the record","string",NA,"expanded","asIs","N",""
"geo_trimbleData","domainID","Unique identifier of the NEON domain","string",NA,"expanded","asIs","N",""
"geo_trimbleData","siteID","NEON site code","string",NA,"expanded","asIs","N",""
"geo_trimbleData","namedLocation","Name of the measurement location in the NEON database","string",NA,"expanded","asIs","N",""
"geo_trimbleData","startDate","The start date-time or interval during which an event occurred","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_trimbleData","surveyEndDate","The date-time indicating the end of all surveying activities","dateTime",NA,"expanded","yyyy-MM-dd'T'HH:mm'Z'(floor)","N",""
"geo_trimbleData","eventID","An identifier for the set of information associated with the event, which includes information about the place and time of the event","string",NA,"expanded","asIs","Y",""
"geo_trimbleData","surveyPointID","Unique identifier for each mapped point collected during the survey","string",NA,"expanded","asIs","Y",""
"geo_trimbleData","maxPDOP","The maximum value of the Position Dilution of Precision (PDOP), a unitless figure of merit expressing the relationship between the error in user position and the error in satellite position. A low DOP value indicates a higher probability of accuracy.","real",NA,"expanded","*.#(round)","N",""
"geo_trimbleData","maxHDOP","The maximum value of the Horizontal Dilution of Precision (HDOP), a unitless figure of merit expressing the relationship between the error in user position and the error in satellite position. A low DOP value indicates a higher probability of accuracy.","real",NA,"expanded","*.#(round)","N",""
"geo_trimbleData","gnssCorrectionType","Differential correction technique used to post process the Global Navigation Satellite System (GNSS) data","string",NA,"expanded","LOV","N","geo.gnssCorrectionType"
"geo_trimbleData","gnssUsed","The Global Navigation Satellite System (GNSS) unit used to collect the associated latitude and longitude","string",NA,"expanded","LOV","N","geo.gnssUsed"
"geo_trimbleData","gnssDatafile","Name assigned to the Global Navigation Satellite System (GNSS) file","string",NA,"expanded","asIs","N",""
"geo_trimbleData","elevation","Elevation (in meters) above sea level","real","meter","expanded","*.##(round)","N",""
"geo_trimbleData","elevationUncertainty","Uncertainty in elevation values (in meters)","real","meter","expanded","*.##(round)","N",""
"geo_trimbleData","coordinateUncertainty","The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Zero is not a valid value for this term","real","meter","expanded","*.##(round)","N",""
"geo_trimbleData","gnssStDev","The spread of Global Navigation Satellite System (GNSS) positions averaged for the point","real","meter","expanded","*.###(round)","N",""
"geo_trimbleData","decimalLatitude","The geographic latitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","expanded","*.######(round)","N",""
"geo_trimbleData","decimalLongitude","The geographic longitude (in decimal degrees, WGS84) of the geographic center of the reference area","real","decimalDegree","expanded","*.######(round)","N",""
"geo_trimbleData","easting","Geographic coordinate specifying the east-west position of a point on the Earth's surface (Universal Transverse Mercator, UTM)","real","meter","expanded","*.###(round)","N",""
"geo_trimbleData","northing","Geographic coordinate specifying the north-south position of a point on the Earth's surface (Universal Transverse Mercator, UTM)","real","meter","expanded","*.###(round)","N",""
"geo_trimbleData","utmZone","UTM zone","string",NA,"expanded","LOV","N","Named Location TOS UTM Zones"
"geo_trimbleData","geodeticDatum","Model used to measure horizontal position on the earth","string",NA,"expanded","LOV","N","Named Location TOS Geodetic Data"
"geo_trimbleData","processedSurveyVersion","The version of the post-processing method that can be linked to the specific survey data package stored in the cloud","string",NA,"expanded","LOV","N","geo.processedSurveyVersion"
"geo_trimbleData","remarks","Technician notes; free text comments accompanying the record","string",NA,"expanded","asIs","N",""
"geo_trimbleData","dataQF","Data quality flag","string",NA,"expanded","asIs","N",""
